date,region,zone,division_code,division,ponderation,indice,var_mensuelle_pct,var_annuelle_pct,indice_ma3
2021-12-01,Dakar,Ouest,D12,Biens et services divers,63,89.81,0.31274433150898506,2.277644915157717,89.77
2022-01-01,Dakar,Ouest,D12,Biens et services divers,63,91.3,1.6590580113573061,3.538217282830569,90.21333333333332
2022-02-01,Dakar,Ouest,D12,Biens et services divers,63,92.15,0.9309967141292619,4.171376893511214,91.08666666666666
2022-03-01,Dakar,Ouest,D12,Biens et services divers,63,92.95,0.8681497558328699,4.897867057894145,92.13333333333333
2022-04-01,Dakar,Ouest,D12,Biens et services divers,63,94.33,1.4846691769768716,5.703720304796045,93.14333333333333
2022-05-01,Dakar,Ouest,D12,Biens et services divers,63,95.82,1.5795611152337408,6.620674307332797,94.36666666666667
2022-06-01,Dakar,Ouest,D12,Biens et services divers,63,96.22,0.4174493842621585,7.018129240351456,95.45666666666666
2022-07-01,Dakar,Ouest,D12,Biens et services divers,63,97.26,1.080856370816874,7.898824051475484,96.43333333333334
2022-08-01,Dakar,Ouest,D12,Biens et services divers,63,97.71,0.4626773596545286,8.4702486678508,97.06333333333333
2022-09-01,Dakar,Ouest,D12,Biens et services divers,63,98.45,0.757343158325674,9.388888888888891,97.80666666666666
2022-10-01,Dakar,Ouest,D12,Biens et services divers,63,98.6,0.1523616048755727,9.592086250972542,98.25333333333333
2022-11-01,Dakar,Ouest,D12,Biens et services divers,63,99.06,0.46653144016228776,10.644476711716756,98.70333333333333
2022-12-01,Dakar,Ouest,D12,Biens et services divers,63,97.76,-1.3123359580052507,8.85202093308095,98.47333333333334
2023-01-01,Dakar,Ouest,D12,Biens et services divers,63,97.86,0.10229132569556931,7.185104052573932,98.22666666666667
2023-02-01,Dakar,Ouest,D12,Biens et services divers,63,98.06,0.2043735949315284,6.413456321215416,97.89333333333333
2023-03-01,Dakar,Ouest,D12,Biens et services divers,63,98.76,0.7138486640832165,6.2506724045185535,98.22666666666667
2023-04-01,Dakar,Ouest,D12,Biens et services divers,63,99.15,0.3948967193195596,5.109721191561545,98.65666666666668
2023-05-01,Dakar,Ouest,D12,Biens et services divers,63,100.26,1.1195158850226816,4.633688165309979,99.39
2023-06-01,Dakar,Ouest,D12,Biens et services divers,63,100.52,0.2593257530420834,4.468925379339006,99.97666666666667
2023-07-01,Dakar,Ouest,D12,Biens et services divers,63,100.79,0.268603263032241,3.6294468435122296,100.52333333333333
2023-08-01,Dakar,Ouest,D12,Biens et services divers,63,100.99,0.19843238416508147,3.356872377443465,100.76666666666667
2023-09-01,Dakar,Ouest,D12,Biens et services divers,63,100.94,-0.04950985246063855,2.5292026409344803,100.90666666666668
2023-10-01,Dakar,Ouest,D12,Biens et services divers,63,101.37,0.4259956409748522,2.809330628803264,101.10000000000001
2023-11-01,Dakar,Ouest,D12,Biens et services divers,63,101.57,0.1972970306796773,2.533817888148593,101.29333333333334
2023-12-01,Dakar,Ouest,D12,Biens et services divers,63,99.89,-1.6540317022742834,2.1788052373158617,100.94333333333333
2024-01-01,Dakar,Ouest,D12,Biens et services divers,63,99.0,-0.8909800780858901,1.1649294911097563,100.15333333333332
2024-02-01,Dakar,Ouest,D12,Biens et services divers,63,99.46,0.46464646464645654,1.4276973281664107,99.44999999999999
2024-03-01,Dakar,Ouest,D12,Biens et services divers,63,99.94,0.4826060727930903,1.1948157148643057,99.46666666666665
2024-04-01,Dakar,Ouest,D12,Biens et services divers,63,99.95,0.010006003602169855,0.8068582955118586,99.78333333333335
2024-05-01,Dakar,Ouest,D12,Biens et services divers,63,100.5,0.5502751375687787,0.2393776181927043,100.13
2024-06-01,Dakar,Ouest,D12,Biens et services divers,63,101.13,0.6268656716417853,0.6068444090728153,100.52666666666669
2024-07-01,Dakar,Ouest,D12,Biens et services divers,63,101.24,0.10877088895480114,0.44647286437144995,100.95666666666666
2024-08-01,Dakar,Ouest,D12,Biens et services divers,63,101.33,0.08889766890558537,0.3366669967323599,101.23333333333333
2024-09-01,Dakar,Ouest,D12,Biens et services divers,63,101.7,0.36514359024968357,0.7529225282346008,101.42333333333333
2024-10-01,Dakar,Ouest,D12,Biens et services divers,63,101.67,-0.02949852507374562,0.29594554601952705,101.56666666666666
2024-11-01,Dakar,Ouest,D12,Biens et services divers,63,101.86,0.18687911871742013,0.2855173771783015,101.74333333333334
2024-12-01,Dakar,Ouest,D12,Biens et services divers,63,100.66,-1.178087571176123,0.7708479327259932,101.39666666666666
2025-01-01,Dakar,Ouest,D12,Biens et services divers,63,99.93,-0.7252135903039858,0.939393939393951,100.81666666666666
2025-02-01,Dakar,Ouest,D12,Biens et services divers,63,100.24,0.3102171520063868,0.7842348682887579,100.27666666666666
2025-03-01,Dakar,Ouest,D12,Biens et services divers,63,100.93,0.6883479648842838,0.9905943566139719,100.36666666666667
2025-04-01,Dakar,Ouest,D12,Biens et services divers,63,101.5,0.5647478450411025,1.5507753876938368,100.89
2025-05-01,Dakar,Ouest,D12,Biens et services divers,63,101.94,0.43349753694581494,1.4328358208955283,101.45666666666666
2025-06-01,Dakar,Ouest,D12,Biens et services divers,63,102.35,0.40219737100255504,1.206368041135164,101.92999999999999
2025-07-01,Dakar,Ouest,D12,Biens et services divers,63,103.19,0.8207132388861726,1.9261161596207055,102.49333333333334
2025-08-01,Dakar,Ouest,D12,Biens et services divers,63,103.36333333333333,0.16797493297153743,2.0066449554261734,102.96777777777777
2025-09-01,Dakar,Ouest,D12,Biens et services divers,63,103.53666666666666,0.1676932503466677,1.8059652572926854,103.36333333333333
2025-10-01,Dakar,Ouest,D12,Biens et services divers,63,103.71,0.1674125108657165,2.0064915904396408,103.53666666666668
2025-11-01,Dakar,Ouest,D12,Biens et services divers,63,103.77,0.057853630315296556,1.8751227174553353,103.67222222222222
2025-12-01,Dakar,Ouest,D12,Biens et services divers,63,102.26,-1.4551411776043133,1.5895092390224574,103.24666666666667
2026-01-01,Dakar,Ouest,D12,Biens et services divers,63,100.34,-1.8775669861138322,0.4102872010407266,102.12333333333333
2026-02-01,Dakar,Ouest,D12,Biens et services divers,63,100.77,0.4285429539565344,0.5287310454908267,101.12333333333333
2026-03-01,Dakar,Ouest,D12,Biens et services divers,63,101.95,1.1709834276074194,1.01060140691569,101.02
2026-04-01,Dakar,Ouest,D12,Biens et services divers,63,102.61,0.6473761647866505,1.0935960591132998,101.77666666666666
2026-05-01,Dakar,Ouest,D12,Biens et services divers,63,102.84,0.22414969301238763,0.8828722778104758,102.46666666666668
2018-01-01,Diourbel,Centre,D12,Biens et services divers,63,83.76,,,83.76
2018-02-01,Diourbel,Centre,D12,Biens et services divers,63,83.86,0.11938872970391756,,83.81
2018-03-01,Diourbel,Centre,D12,Biens et services divers,63,84.07,0.25041736227044975,,83.89666666666666
2018-04-01,Diourbel,Centre,D12,Biens et services divers,63,84.3,0.2735815391935237,,84.07666666666667
2018-05-01,Diourbel,Centre,D12,Biens et services divers,63,84.61,0.36773428232503846,,84.32666666666667
2018-06-01,Diourbel,Centre,D12,Biens et services divers,63,84.85,0.2836544143718145,,84.58666666666666
2018-07-01,Diourbel,Centre,D12,Biens et services divers,63,84.96,0.12964054213318033,,84.80666666666666
2018-08-01,Diourbel,Centre,D12,Biens et services divers,63,84.79,-0.20009416195855279,,84.86666666666666
2018-09-01,Diourbel,Centre,D12,Biens et services divers,63,84.52,-0.31843377756811675,,84.75666666666666
2018-10-01,Diourbel,Centre,D12,Biens et services divers,63,84.09,-0.5087553241836185,,84.46666666666668
2018-11-01,Diourbel,Centre,D12,Biens et services divers,63,84.14,0.05946010227138032,,84.25
2018-12-01,Diourbel,Centre,D12,Biens et services divers,63,83.99,-0.17827430473021932,,84.07333333333334
2019-01-01,Diourbel,Centre,D12,Biens et services divers,63,84.52,0.6310275032741952,0.9073543457497557,84.21666666666665
2019-02-01,Diourbel,Centre,D12,Biens et services divers,63,84.85,0.3904401325130147,1.180538993560698,84.45333333333333
2019-03-01,Diourbel,Centre,D12,Biens et services divers,63,84.95,0.11785503830290534,1.046746758653505,84.77333333333333
2019-04-01,Diourbel,Centre,D12,Biens et services divers,63,85.16,0.24720423778692435,1.0201660735468465,84.98666666666666
2019-05-01,Diourbel,Centre,D12,Biens et services divers,63,85.2,0.046970408642565964,0.6973171019974078,85.10333333333334
2019-06-01,Diourbel,Centre,D12,Biens et services divers,63,85.44,0.28169014084507005,0.695344725987046,85.26666666666667
2019-07-01,Diourbel,Centre,D12,Biens et services divers,63,85.55,0.1287453183520526,0.694444444444442,85.39666666666666
2019-08-01,Diourbel,Centre,D12,Biens et services divers,63,85.4,-0.17533606078316,0.7194244604316502,85.46333333333332
2019-09-01,Diourbel,Centre,D12,Biens et services divers,63,85.38,-0.02341920374708817,1.0175106483672591,85.44333333333333
2019-10-01,Diourbel,Centre,D12,Biens et services divers,63,85.12,-0.30452096509719917,1.2248781067903503,85.3
2019-11-01,Diourbel,Centre,D12,Biens et services divers,63,84.7,-0.49342105263158187,0.6655574043261225,85.06666666666668
2019-12-01,Diourbel,Centre,D12,Biens et services divers,63,85.155,0.5371900826446341,1.3870698892725297,84.99166666666666
2020-01-01,Diourbel,Centre,D12,Biens et services divers,63,85.61,0.5343197698314928,1.2896355892096478,85.15500000000002
2020-02-01,Diourbel,Centre,D12,Biens et services divers,63,85.66,0.05840439201028058,0.9546258102533844,85.47500000000001
2020-03-01,Diourbel,Centre,D12,Biens et services divers,63,86.28,0.7237917347653555,1.5656268393172468,85.85000000000001
2020-04-01,Diourbel,Centre,D12,Biens et services divers,63,86.79,0.5910987482614871,1.9140441521841245,86.24333333333334
2020-05-01,Diourbel,Centre,D12,Biens et services divers,63,87.34,0.6337135614702172,2.511737089201871,86.80333333333334
2020-06-01,Diourbel,Centre,D12,Biens et services divers,63,87.55,0.24043966109457138,2.469569288389506,87.22666666666667
2020-07-01,Diourbel,Centre,D12,Biens et services divers,63,87.81,0.2969731581953239,2.64172998246639,87.56666666666666
2020-08-01,Diourbel,Centre,D12,Biens et services divers,63,87.6,-0.23915271609157296,2.5761124121779666,87.65333333333332
2020-09-01,Diourbel,Centre,D12,Biens et services divers,63,87.16,-0.5022831050228271,2.084797376434766,87.52333333333333
2020-10-01,Diourbel,Centre,D12,Biens et services divers,63,86.84,-0.36714089031665287,2.0206766917293173,87.19999999999999
2020-11-01,Diourbel,Centre,D12,Biens et services divers,63,86.87,0.03454629203132331,2.5619834710743916,86.95666666666666
2020-12-01,Diourbel,Centre,D12,Biens et services divers,63,86.66,-0.2417405318291821,1.7673653925195154,86.79
2021-01-01,Diourbel,Centre,D12,Biens et services divers,63,87.04,0.4384952688668564,1.6703656114939847,86.85666666666668
2021-02-01,Diourbel,Centre,D12,Biens et services divers,63,87.5,0.5284926470588092,2.148027083819759,87.06666666666668
2021-03-01,Diourbel,Centre,D12,Biens et services divers,63,87.86,0.4114285714285737,1.831247102457123,87.46666666666665
2021-04-01,Diourbel,Centre,D12,Biens et services divers,63,88.3,0.5007967220578058,1.7398317778545724,87.88666666666666
2021-05-01,Diourbel,Centre,D12,Biens et services divers,63,88.56,0.2944507361268389,1.3968399358827543,88.24000000000001
2021-06-01,Diourbel,Centre,D12,Biens et services divers,63,89.31,0.8468834688346805,2.010279840091389,88.72333333333331
2021-07-01,Diourbel,Centre,D12,Biens et services divers,63,89.28,-0.03359086328518224,1.674069012640933,89.05
2021-08-01,Diourbel,Centre,D12,Biens et services divers,63,89.15,-0.14560931899640916,1.7694063926940728,89.24666666666667
2021-09-01,Diourbel,Centre,D12,Biens et services divers,63,89.0,-0.16825574873808868,2.1110601193207845,89.14333333333333
2021-10-01,Diourbel,Centre,D12,Biens et services divers,63,88.94,-0.0674157303370837,2.4182404421925208,89.03000000000002
2021-11-01,Diourbel,Centre,D12,Biens et services divers,63,88.84,-0.11243534967393387,2.267756417635547,88.92666666666666
2021-12-01,Diourbel,Centre,D12,Biens et services divers,63,88.74,-0.11256190904999075,2.400184629586888,88.83999999999999
2022-01-01,Diourbel,Centre,D12,Biens et services divers,63,90.14,1.577642551273395,3.561580882352944,89.24000000000001
2022-02-01,Diourbel,Centre,D12,Biens et services divers,63,91.42,1.4200133126248016,4.479999999999995,90.10000000000001
2022-03-01,Diourbel,Centre,D12,Biens et services divers,63,92.52,1.2032378035440772,5.303892556339629,91.36
2022-04-01,Diourbel,Centre,D12,Biens et services divers,63,93.85,1.4375270211846036,6.2853907134767795,92.59666666666665
2022-05-01,Diourbel,Centre,D12,Biens et services divers,63,95.08,1.3106020245071903,7.362240289069555,93.81666666666666
2022-06-01,Diourbel,Centre,D12,Biens et services divers,63,96.25,1.2305427008834746,7.770686373306468,95.06
2022-07-01,Diourbel,Centre,D12,Biens et services divers,63,97.3,1.090909090909098,8.982974910394258,96.21
2022-08-01,Diourbel,Centre,D12,Biens et services divers,63,97.86,0.575539568345329,9.770050476724613,97.13666666666667
2022-09-01,Diourbel,Centre,D12,Biens et services divers,63,98.2,0.3474351113836205,10.337078651685406,97.78666666666668
2022-10-01,Diourbel,Centre,D12,Biens et services divers,63,98.56,0.36659877800406804,10.816280638632803,98.20666666666666
2022-11-01,Diourbel,Centre,D12,Biens et services divers,63,99.02,0.46672077922076394,11.458802341287711,98.59333333333332
2022-12-01,Diourbel,Centre,D12,Biens et services divers,63,97.6,-1.4340537265199016,9.984223574487272,98.39333333333333
2023-01-01,Diourbel,Centre,D12,Biens et services divers,63,97.22,-0.3893442622950771,7.854448635455946,97.94666666666666
2023-02-01,Diourbel,Centre,D12,Biens et services divers,63,97.88,0.6788726599465056,7.066287464449794,97.56666666666666
2023-03-01,Diourbel,Centre,D12,Biens et services divers,63,98.3,0.42909685328973435,6.247297881539127,97.8
2023-04-01,Diourbel,Centre,D12,Biens et services divers,63,99.48,1.200406917599195,5.998934469898787,98.55333333333334
2023-05-01,Diourbel,Centre,D12,Biens et services divers,63,100.4,0.9248090068355364,5.595288178376112,99.39333333333333
2023-06-01,Diourbel,Centre,D12,Biens et services divers,63,100.72,0.31872509960158,4.644155844155851,100.2
2023-07-01,Diourbel,Centre,D12,Biens et services divers,63,100.65,-0.06949960285940193,3.442959917780075,100.58999999999999
2023-08-01,Diourbel,Centre,D12,Biens et services divers,63,101.19,0.5365126676601939,3.402820355610059,100.85333333333334
2023-09-01,Diourbel,Centre,D12,Biens et services divers,63,101.17,-0.019764798893162627,3.0244399185336057,101.00333333333333
2023-10-01,Diourbel,Centre,D12,Biens et services divers,63,101.37,0.1976870613818349,2.8510551948051965,101.24333333333334
2023-11-01,Diourbel,Centre,D12,Biens et services divers,63,101.67,0.29594554601952705,2.6762270248434694,101.40333333333335
2023-12-01,Diourbel,Centre,D12,Biens et services divers,63,99.86,-1.780269499360676,2.315573770491808,100.96666666666665
2024-01-01,Diourbel,Centre,D12,Biens et services divers,63,99.08,-0.781093530943322,1.9131865871219844,100.20333333333333
2024-02-01,Diourbel,Centre,D12,Biens et services divers,63,99.33,0.2523213564796123,1.4814058030241162,99.42333333333333
2024-03-01,Diourbel,Centre,D12,Biens et services divers,63,99.83,0.5033725963958569,1.5564598168870791,99.41333333333334
2024-04-01,Diourbel,Centre,D12,Biens et services divers,63,100.2,0.3706300711209032,0.7237635705669376,99.78666666666668
2024-05-01,Diourbel,Centre,D12,Biens et services divers,63,100.57,0.3692614770459013,0.16932270916334424,100.2
2024-06-01,Diourbel,Centre,D12,Biens et services divers,63,101.05,0.47727950681117903,0.32764098490865035,100.60666666666667
2024-07-01,Diourbel,Centre,D12,Biens et services divers,63,101.38,0.3265710044532355,0.7252856433184185,101.0
2024-08-01,Diourbel,Centre,D12,Biens et services divers,63,101.38,0.0,0.18776558948512267,101.27
2024-09-01,Diourbel,Centre,D12,Biens et services divers,63,101.35,-0.029591635431047703,0.17791835524363364,101.36999999999999
2024-10-01,Diourbel,Centre,D12,Biens et services divers,63,101.92,0.5624074987666594,0.5425668343691292,101.55
2024-11-01,Diourbel,Centre,D12,Biens et services divers,63,101.53,-0.3826530612244916,-0.13770040326547273,101.59999999999998
2024-12-01,Diourbel,Centre,D12,Biens et services divers,63,100.21,-1.300108342361872,0.35049068696173524,101.22000000000001
2025-01-01,Diourbel,Centre,D12,Biens et services divers,63,99.87,-0.33928749625784516,0.7973354864755811,100.53666666666668
2025-02-01,Diourbel,Centre,D12,Biens et services divers,63,100.42,0.5507159307099219,1.0973522601429586,100.16666666666667
2025-03-01,Diourbel,Centre,D12,Biens et services divers,63,101.04,0.6174068910575592,1.2120605028548503,100.44333333333334
2025-04-01,Diourbel,Centre,D12,Biens et services divers,63,101.75,0.7026920031670603,1.5469061876247414,101.07000000000001
2025-05-01,Diourbel,Centre,D12,Biens et services divers,63,102.12,0.363636363636366,1.541215074077762,101.63666666666667
2025-06-01,Diourbel,Centre,D12,Biens et services divers,63,102.86,0.7246376811594235,1.7911924789708156,102.24333333333334
2025-07-01,Diourbel,Centre,D12,Biens et services divers,63,103.16,0.291658565039854,1.7557703689090598,102.71333333333332
2025-08-01,Diourbel,Centre,D12,Biens et services divers,63,103.08,-0.07754943776657752,1.6768593410929178,103.03333333333332
2025-09-01,Diourbel,Centre,D12,Biens et services divers,63,103.95,0.8440046565774129,2.5653675382338426,103.39666666666666
2025-10-01,Diourbel,Centre,D12,Biens et services divers,63,103.72,-0.22126022126022216,1.7660910518053408,103.58333333333333
2025-11-01,Diourbel,Centre,D12,Biens et services divers,63,104.25,0.5109911299652881,2.6790111297153585,103.97333333333334
2025-12-01,Diourbel,Centre,D12,Biens et services divers,63,102.6,-1.5827338129496438,2.3849915178125958,103.52333333333333
2026-01-01,Diourbel,Centre,D12,Biens et services divers,63,100.33,-2.212475633528266,0.46059877841193586,102.39333333333333
2026-02-01,Diourbel,Centre,D12,Biens et services divers,63,100.99,0.6578291637595823,0.5676160127464636,101.30666666666666
2026-03-01,Diourbel,Centre,D12,Biens et services divers,63,102.22,1.2179423705317438,1.1678543151227183,101.17999999999999
2026-04-01,Diourbel,Centre,D12,Biens et services divers,63,102.32,0.09782821365680316,0.5601965601965464,101.84333333333332
2026-05-01,Diourbel,Centre,D12,Biens et services divers,63,103.05,0.7134480062548798,0.9106933019976449,102.52999999999999
2018-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.32,,,84.32
2018-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.19,-0.15417457305502147,,84.255
2018-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.35,0.19004632379142627,,84.28666666666666
2018-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.52,0.20154119739181908,,84.35333333333334
2018-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.08,0.6625650733554256,,84.64999999999999
2018-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.09,0.011753643629530686,,84.89666666666666
2018-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.86,-0.2703020331413897,,85.01
2018-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.86,0.0,,84.93666666666667
2018-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.7,-0.18854584020739917,,84.80666666666667
2018-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.52,-0.21251475796930652,,84.69333333333333
2018-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.19,-0.3904401325130147,,84.47
2018-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.19,0.0,,84.3
2019-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.83,0.7601852951657051,0.6048387096774244,84.40333333333332
2019-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.57,-0.30649534362844344,0.45136001900463185,84.52999999999999
2019-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.79,0.26013952938395146,0.5216360403082598,84.73
2019-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.14,0.41278452647717234,0.7335541883577879,84.83333333333333
2019-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.4,0.30537937514683033,0.3761165961448043,85.11000000000001
2019-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.9,0.5854800936768045,0.951933247150083,85.48
2019-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.83,-0.08149010477299656,1.1430591562573644,85.71
2019-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.76,-0.08155656530349775,1.0605703511666231,85.83
2019-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.42,-0.3964552238805985,0.8500590318772039,85.67
2019-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.18,-0.2809646452821335,0.7808802650260516,85.45333333333333
2019-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.8,-0.44611411129373835,0.7245516094547932,85.13333333333334
2019-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,84.92,0.14150943396227245,0.867086352298374,84.96666666666667
2020-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,85.8,1.0362694300518172,1.1434633973830044,85.17333333333333
2020-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,86.19,0.454545454545463,1.9155728981908426,85.63666666666666
2020-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,86.39,0.2320454809142669,1.8870149781813783,86.12666666666667
2020-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,86.86,0.5440444495890651,2.020202020202011,86.48
2020-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.35,0.564126180059854,2.2833723653395754,86.86666666666666
2020-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.83,0.5495134516313671,2.2467986030267673,87.34666666666665
2020-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.62,-0.23909825799839357,2.0855178841896915,87.59999999999998
2020-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.79,0.19401963022140922,2.367070895522394,87.74666666666667
2020-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.45,-0.38728784599613153,2.3764926246780727,87.62
2020-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.01,-0.5031446540880502,2.1483916412303294,87.41666666666667
2020-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,86.58,-0.49419606941731864,2.099056603773586,87.01333333333332
2020-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,86.61,0.03465003465004113,1.9901083372585893,86.73333333333333
2021-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.125,0.5946195589423775,1.544289044289049,86.77166666666666
2021-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.64,0.5911047345767528,1.6823297366283851,87.125
2021-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,87.89,0.2852578731173061,1.7363120731566095,87.55166666666666
2021-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,88.58,0.7850722494026519,1.980198019801982,88.03666666666668
2021-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,88.79,0.23707383156470474,1.6485403548941235,88.42
2021-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,89.32,0.5969140668994122,1.6964590686553427,88.89666666666666
2021-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,89.25,-0.07836990595611049,1.8603058662405747,89.12
2021-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,89.24,-0.011204481792725929,1.6516687549834597,89.26999999999998
2021-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,89.1,-0.1568803227252391,1.8867924528301883,89.19666666666666
2021-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,88.74,-0.40404040404040664,1.9882772095161316,89.02666666666666
2021-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,89.02,0.3155285102546701,2.8182028182028196,88.95333333333333
2021-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,88.66,-0.4044035048303751,2.366932224916285,88.80666666666666
2022-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,90.25,1.7933679224001908,3.5868005738880937,89.30999999999999
2022-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,91.29,1.1523545706371152,4.164764947512567,90.06666666666666
2022-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,92.63,1.4678497097162735,5.39310501763568,91.39
2022-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,94.19,1.6841196156752725,6.333258071799497,92.70333333333333
2022-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,95.53,1.42265633294405,7.590944926230425,94.11666666666666
2022-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,96.07,0.5652674552496517,7.557098074339463,95.26333333333332
2022-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,97.01,0.9784532112001809,8.69467787114846,96.20333333333333
2022-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,97.53,0.5360272136893052,9.289556252801434,96.87
2022-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,98.32,0.8100071772787709,10.34792368125701,97.62
2022-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,98.62,0.30512611879578433,11.133648861843604,98.15666666666668
2022-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,98.81,0.1926586899209104,10.997528645248256,98.58333333333333
2022-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,97.47,-1.3561380427082326,9.936837356192196,98.3
2023-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,97.29,-0.1846722068328588,7.800554016620498,97.85666666666667
2023-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,98.15,0.8839551855277961,7.514514185562482,97.63666666666667
2023-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,98.66,0.5196128374936215,6.5097700528986335,98.03333333333335
2023-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.42,0.7703223190756114,5.552606433804019,98.74333333333334
2023-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.69,0.27157513578757175,4.354652988589969,99.25666666666666
2023-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,100.69,1.003109639883637,4.808993442281673,99.93333333333332
2023-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.28,0.5859568974078799,4.401608081641073,100.55333333333333
2023-08-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.28,0.0,3.8449707782220788,101.08333333333333
2023-09-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.01,-0.2665876777251164,2.735964198535412,101.19
2023-10-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.41,0.3960003960003844,2.8290407625228164,101.23333333333333
2023-11-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.37,-0.03944384183018901,2.590830887561979,101.26333333333334
2023-12-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,100.08,-1.2725658478839996,2.6777469990766356,100.95333333333333
2024-01-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.2,-0.8792965627497984,1.9632027957652287,100.21666666666665
2024-02-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.31,0.11088709677420372,1.181864493122764,99.52999999999999
2024-03-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.82,0.5135434498036329,1.1757551185890946,99.44333333333333
2024-04-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,99.86,0.04007212983370145,0.44256688795010213,99.66333333333334
2024-05-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,100.56,0.7009813739234927,0.8727053866987688,100.08
2024-06-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.1,0.5369928400954516,0.4071903863342996,100.50666666666666
2024-07-01,Kaolack,Centre-Sud,D12,Biens et services divers,63,101.44,0.336300692383773,0.15797788309637184,101.03333333333335
