date,region,produit,division_code,categorie,unite,prix_moyen
Avril 2021,saint-louis,Gasoil (diesel),D07,Énergie,litre,644.3
Mai 2021,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,639.7
Juin 2021,saint-louis,Gasoil (diesel),D07,Énergie,litre,643.6
2021-07-01,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,634.9
2021-08-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,640.1
Septembre 2021,saint-louis,Gasoil (diesel),D07,Énergie,litre,640.9
01/10/2021,saint-louis,Gasoil (diesel),D07,Énergie,litre,642.3
01/11/2021,saint-louis,Gasoil (diesel),D07,Énergie,litre,643.9
Décembre 2021,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,638.3
2022-01-01,saint-louis,Gasoil (diesel),D07,Énergie,litre,672.7
2022-02-01,saint-louis,Gasoil (diesel),D07,Énergie,litre,674.2
Mars 2022,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"677,2"
Avril 2022,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,672.8
01/05/2022,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,669.7
2022-06-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,667.5
2022-07-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,756.0
2022-08-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"752,7"
01/09/2022,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,750.4
01/10/2022,saint-louis,Gasoil (diesel),D07,Énergie,litre,745.6
01/11/2022,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,747.7
2022-12-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"752,4"
Janvier 2023,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,751.5
Février 2023,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,744.6
2023-03-01,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,802.2
Avril 2023,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"795,1"
01/05/2023,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,804.5
Juin 2023,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,800.8
2023-07-01,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,798.7
Août 2023,saint-louis,Gasoil (diesel),D07,Énergie,litre,803.3
Septembre 2023,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,801.3
Octobre 2023,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,804.4
Novembre 2023,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,800.4
Décembre 2023,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,800.6
Janvier 2024,saint-louis,Gasoil (diesel),D07,Énergie,litre,799.3
Février 2024,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,801.0
01/03/2024,saint-louis,Gasoil (diesel),D07,Énergie,litre,805.6
Avril 2024,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,798.6
Mai 2024,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,802.2
01/06/2024,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"797,4"
01/07/2024,saint-louis,Gasoil (diesel),D07,Énergie,litre,"793,6"
01/08/2024,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,800.8
01/09/2024,saint-louis,Gasoil (diesel),D07,Énergie,litre,801.4
01/10/2024,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,799.8
2024-11-01,saint-louis,Gasoil (diesel),D07,Énergie,litre,795.4
01/12/2024,saint-louis,Gasoil (diesel),D07,Énergie,litre,801.1
Janvier 2025,saint-louis,Gasoil (diesel),D07,Énergie,litre,801.0
2025-02-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,797.3
Mars 2025,saint-louis,Gasoil (diesel),D07,Énergie,litre,795.8
01/04/2025,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,799.4
2025-05-01,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,"802,3"
01/06/2025,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,801.5
Juillet 2025,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,797.4
2025-08-01,saint-louis,Gasoil (diesel),D07,Énergie,litre,800.6
Septembre 2025,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,803.0
Octobre 2025,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"796,4"
2025-11-01,saint-louis,Gasoil (diesel),D07,Énergie,litre,800.4
Décembre 2025,saint-louis,Gasoil (diesel),D07,Énergie,litre,804.5
01/01/2026,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,796.1
01/02/2026,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,803.9
2026-03-01,Saint-Louis ,Gasoil (diesel),D07,Énergie,litre,"805,4"
Avril 2026,saint-louis,Gasoil (diesel),D07,Énergie,litre,"799,5"
2026-05-01,SAINT-LOUIS,Gasoil (diesel),D07,Énergie,litre,799.1
Janvier 2018,Diourbel ,Gasoil (diesel),D07,Énergie,litre,639.9
01/02/2018,Diourbel ,Gasoil (diesel),D07,Énergie,litre,636.8
Mars 2018,diourbel,Gasoil (diesel),D07,Énergie,litre,631.3
2018-04-01,diourbel,Gasoil (diesel),D07,Énergie,litre,637.0
2018-05-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,638.5
01/06/2018,diourbel,Gasoil (diesel),D07,Énergie,litre,639.1
01/07/2018,Diourbel ,Gasoil (diesel),D07,Énergie,litre,635.0
01/08/2018,Diourbel ,Gasoil (diesel),D07,Énergie,litre,636.6
01/09/2018,diourbel,Gasoil (diesel),D07,Énergie,litre,639.8
2018-10-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,"637,1"
Novembre 2018,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,"633,4"
01/12/2018,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,640.4
01/01/2019,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,636.7
Février 2019,Diourbel ,Gasoil (diesel),D07,Énergie,litre,640.0
Mars 2019,diourbel,Gasoil (diesel),D07,Énergie,litre,633.7
2019-04-01,diourbel,Gasoil (diesel),D07,Énergie,litre,"637,0"
Mai 2019,Diourbel ,Gasoil (diesel),D07,Énergie,litre,638.6
2019-06-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,"637,0"
Juillet 2019,diourbel,Gasoil (diesel),D07,Énergie,litre,634.2
Août 2019,diourbel,Gasoil (diesel),D07,Énergie,litre,631.2
01/09/2019,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,641.1
2019-10-01,diourbel,Gasoil (diesel),D07,Énergie,litre,637.9
Novembre 2019,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,640.2
01/12/2019,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,639.6
Janvier 2020,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,638.8
2020-02-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,636.4
01/03/2020,diourbel,Gasoil (diesel),D07,Énergie,litre,638.5
2020-04-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,640.9
Mai 2020,diourbel,Gasoil (diesel),D07,Énergie,litre,637.5
01/06/2020,diourbel,Gasoil (diesel),D07,Énergie,litre,642.1
2020-07-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,633.4
01/08/2020,Diourbel ,Gasoil (diesel),D07,Énergie,litre,633.2
2020-09-01,diourbel,Gasoil (diesel),D07,Énergie,litre,639.8
01/10/2020,diourbel,Gasoil (diesel),D07,Énergie,litre,635.2
Novembre 2020,Diourbel ,Gasoil (diesel),D07,Énergie,litre,"642,5"
01/12/2020,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,640.7
01/01/2021,diourbel,Gasoil (diesel),D07,Énergie,litre,641.3
2021-02-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,639.5
01/03/2021,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,634.9
Avril 2021,diourbel,Gasoil (diesel),D07,Énergie,litre,"633,0"
Mai 2021,diourbel,Gasoil (diesel),D07,Énergie,litre,641.1
Juin 2021,Diourbel ,Gasoil (diesel),D07,Énergie,litre,"633,4"
01/07/2021,Diourbel ,Gasoil (diesel),D07,Énergie,litre,641.3
2021-08-01,diourbel,Gasoil (diesel),D07,Énergie,litre,639.0
2021-09-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,637.1
2021-10-01,diourbel,Gasoil (diesel),D07,Énergie,litre,"638,4"
2021-11-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,638.4
Décembre 2021,Diourbel ,Gasoil (diesel),D07,Énergie,litre,636.7
01/01/2022,diourbel,Gasoil (diesel),D07,Énergie,litre,670.7
Février 2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,670.6
2022-03-01,diourbel,Gasoil (diesel),D07,Énergie,litre,667.3
Avril 2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,665.3
2022-05-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,"670,4"
Juin 2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,661.5
Juillet 2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,747.3
2022-08-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,748.1
2022-09-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,"743,5"
01/10/2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,
01/11/2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,"745,9"
01/12/2022,Diourbel ,Gasoil (diesel),D07,Énergie,litre,744.3
2023-01-01,diourbel,Gasoil (diesel),D07,Énergie,litre,748.8
01/02/2023,Diourbel ,Gasoil (diesel),D07,Énergie,litre,742.7
01/03/2023,diourbel,Gasoil (diesel),D07,Énergie,litre,798.1
01/04/2023,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,789.0
01/05/2023,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,796.2
01/06/2023,Diourbel ,Gasoil (diesel),D07,Énergie,litre,795.5
01/07/2023,diourbel,Gasoil (diesel),D07,Énergie,litre,793.6
01/08/2023,Diourbel ,Gasoil (diesel),D07,Énergie,litre,796.6
01/09/2023,Diourbel ,Gasoil (diesel),D07,Énergie,litre,795.1
2023-10-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,798.7
2023-11-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,797.1
01/12/2023,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,796.8
2024-01-01,diourbel,Gasoil (diesel),D07,Énergie,litre,"796,3"
2024-02-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,793.8
2024-03-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,794.4
01/04/2024,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,796.1
01/05/2024,diourbel,Gasoil (diesel),D07,Énergie,litre,794.8
2024-06-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,798.9
2024-07-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,795.6
01/08/2024,diourbel,Gasoil (diesel),D07,Énergie,litre,796.5
2024-09-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,790.9
Octobre 2024,Diourbel ,Gasoil (diesel),D07,Énergie,litre,798.3
2024-11-01,Diourbel ,Gasoil (diesel),D07,Énergie,litre,793.5
01/12/2024,diourbel,Gasoil (diesel),D07,Énergie,litre,792.0
Janvier 2025,Diourbel ,Gasoil (diesel),D07,Énergie,litre,800.6
2025-02-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,797.6
01/03/2025,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,798.4
01/04/2025,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,796.8
01/05/2025,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,"795,0"
Juin 2025,Diourbel ,Gasoil (diesel),D07,Énergie,litre,794.5
01/07/2025,diourbel,Gasoil (diesel),D07,Énergie,litre,797.8
01/08/2025,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,798.9
01/09/2025,Diourbel ,Gasoil (diesel),D07,Énergie,litre,795.1
01/10/2025,diourbel,Gasoil (diesel),D07,Énergie,litre,801.9
2025-11-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,794.7
Décembre 2025,Diourbel ,Gasoil (diesel),D07,Énergie,litre,790.9
01/01/2026,diourbel,Gasoil (diesel),D07,Énergie,litre,"789,9"
2026-02-01,diourbel,Gasoil (diesel),D07,Énergie,litre,790.0
01/03/2026,diourbel,Gasoil (diesel),D07,Énergie,litre,794.0
2026-04-01,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,794.6
01/05/2026,DIOURBEL,Gasoil (diesel),D07,Énergie,litre,797.5
2018-01-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,639.8
2018-02-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,642.0
2018-03-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.0
Avril 2018,Kaolack ,Gasoil (diesel),D07,Énergie,litre,639.9
2018-05-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,638.4
Juin 2018,Kaolack ,Gasoil (diesel),D07,Énergie,litre,"643,5"
01/07/2018,kaolack,Gasoil (diesel),D07,Énergie,litre,
2018-08-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.6
Septembre 2018,kaolack,Gasoil (diesel),D07,Énergie,litre,
Octobre 2018,Kaolack ,Gasoil (diesel),D07,Énergie,litre,641.8
2018-11-01,kaolack,Gasoil (diesel),D07,Énergie,litre,639.8
2018-12-01,kaolack,Gasoil (diesel),D07,Énergie,litre,639.9
Janvier 2019,KAOLACK,Gasoil (diesel),D07,Énergie,litre,639.2
2019-02-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,643.4
Mars 2019,kaolack,Gasoil (diesel),D07,Énergie,litre,639.8
2019-04-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,644.9
Mai 2019,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.5
Juin 2019,kaolack,Gasoil (diesel),D07,Énergie,litre,639.9
2019-07-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,639.5
2019-08-01,kaolack,Gasoil (diesel),D07,Énergie,litre,641.3
2019-09-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,638.3
Octobre 2019,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.2
01/11/2019,kaolack,Gasoil (diesel),D07,Énergie,litre,639.9
01/12/2019,kaolack,Gasoil (diesel),D07,Énergie,litre,640.7
01/01/2020,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"640,7"
01/02/2020,kaolack,Gasoil (diesel),D07,Énergie,litre,640.9
2020-03-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.1
01/04/2020,kaolack,Gasoil (diesel),D07,Énergie,litre,643.9
01/05/2020,KAOLACK,Gasoil (diesel),D07,Énergie,litre,640.9
2020-06-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,646.5
01/07/2020,kaolack,Gasoil (diesel),D07,Énergie,litre,640.0
Août 2020,Kaolack ,Gasoil (diesel),D07,Énergie,litre,642.3
01/09/2020,Kaolack ,Gasoil (diesel),D07,Énergie,litre,"638,0"
01/10/2020,Kaolack ,Gasoil (diesel),D07,Énergie,litre,643.4
Novembre 2020,KAOLACK,Gasoil (diesel),D07,Énergie,litre,638.0
01/12/2020,KAOLACK,Gasoil (diesel),D07,Énergie,litre,
Janvier 2021,Kaolack ,Gasoil (diesel),D07,Énergie,litre,639.2
2021-02-01,kaolack,Gasoil (diesel),D07,Énergie,litre,"641,0"
Mars 2021,kaolack,Gasoil (diesel),D07,Énergie,litre,639.2
Avril 2021,Kaolack ,Gasoil (diesel),D07,Énergie,litre,637.8
Mai 2021,KAOLACK,Gasoil (diesel),D07,Énergie,litre,639.1
Juin 2021,kaolack,Gasoil (diesel),D07,Énergie,litre,643.8
01/07/2021,kaolack,Gasoil (diesel),D07,Énergie,litre,641.0
01/08/2021,Kaolack ,Gasoil (diesel),D07,Énergie,litre,636.5
01/09/2021,kaolack,Gasoil (diesel),D07,Énergie,litre,642.6
01/10/2021,kaolack,Gasoil (diesel),D07,Énergie,litre,637.6
Novembre 2021,Kaolack ,Gasoil (diesel),D07,Énergie,litre,641.7
01/12/2021,KAOLACK,Gasoil (diesel),D07,Énergie,litre,641.3
Janvier 2022,KAOLACK,Gasoil (diesel),D07,Énergie,litre,671.3
01/02/2022,kaolack,Gasoil (diesel),D07,Énergie,litre,674.6
01/03/2022,kaolack,Gasoil (diesel),D07,Énergie,litre,667.4
2022-04-01,kaolack,Gasoil (diesel),D07,Énergie,litre,671.2
Mai 2022,Kaolack ,Gasoil (diesel),D07,Énergie,litre,673.0
Juin 2022,KAOLACK,Gasoil (diesel),D07,Énergie,litre,667.9
2022-07-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"746,7"
2022-08-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,748.1
Septembre 2022,Kaolack ,Gasoil (diesel),D07,Énergie,litre,749.9
2022-10-01,kaolack,Gasoil (diesel),D07,Énergie,litre,744.7
01/11/2022,KAOLACK,Gasoil (diesel),D07,Énergie,litre,750.6
2022-12-01,kaolack,Gasoil (diesel),D07,Énergie,litre,744.7
Janvier 2023,kaolack,Gasoil (diesel),D07,Énergie,litre,752.8
2023-02-01,kaolack,Gasoil (diesel),D07,Énergie,litre,"750,5"
01/03/2023,KAOLACK,Gasoil (diesel),D07,Énergie,litre,
01/04/2023,kaolack,Gasoil (diesel),D07,Énergie,litre,800.7
01/05/2023,KAOLACK,Gasoil (diesel),D07,Énergie,litre,797.6
Juin 2023,kaolack,Gasoil (diesel),D07,Énergie,litre,796.0
01/07/2023,kaolack,Gasoil (diesel),D07,Énergie,litre,799.3
01/08/2023,kaolack,Gasoil (diesel),D07,Énergie,litre,"798,5"
2023-09-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,802.3
01/10/2023,KAOLACK,Gasoil (diesel),D07,Énergie,litre,795.6
2023-11-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"805,0"
01/12/2023,Kaolack ,Gasoil (diesel),D07,Énergie,litre,"802,6"
Janvier 2024,KAOLACK,Gasoil (diesel),D07,Énergie,litre,797.9
01/02/2024,Kaolack ,Gasoil (diesel),D07,Énergie,litre,804.3
2024-03-01,kaolack,Gasoil (diesel),D07,Énergie,litre,796.1
Avril 2024,kaolack,Gasoil (diesel),D07,Énergie,litre,799.2
Mai 2024,kaolack,Gasoil (diesel),D07,Énergie,litre,794.5
Juin 2024,Kaolack ,Gasoil (diesel),D07,Énergie,litre,804.5
2024-07-01,kaolack,Gasoil (diesel),D07,Énergie,litre,793.3
Août 2024,Kaolack ,Gasoil (diesel),D07,Énergie,litre,794.0
01/09/2024,KAOLACK,Gasoil (diesel),D07,Énergie,litre,
Octobre 2024,KAOLACK,Gasoil (diesel),D07,Énergie,litre,802.8
Novembre 2024,KAOLACK,Gasoil (diesel),D07,Énergie,litre,801.6
Décembre 2024,KAOLACK,Gasoil (diesel),D07,Énergie,litre,798.9
2025-01-01,Kaolack ,Gasoil (diesel),D07,Énergie,litre,801.8
01/02/2025,KAOLACK,Gasoil (diesel),D07,Énergie,litre,798.2
Mars 2025,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"799,9"
01/04/2025,kaolack,Gasoil (diesel),D07,Énergie,litre,803.8
Mai 2025,KAOLACK,Gasoil (diesel),D07,Énergie,litre,797.8
Juin 2025,KAOLACK,Gasoil (diesel),D07,Énergie,litre,796.1
2025-07-01,kaolack,Gasoil (diesel),D07,Énergie,litre,800.1
2025-08-01,kaolack,Gasoil (diesel),D07,Énergie,litre,800.9
01/09/2025,Kaolack ,Gasoil (diesel),D07,Énergie,litre,798.9
01/10/2025,kaolack,Gasoil (diesel),D07,Énergie,litre,801.8
01/11/2025,Kaolack ,Gasoil (diesel),D07,Énergie,litre,797.9
Décembre 2025,KAOLACK,Gasoil (diesel),D07,Énergie,litre,799.0
2026-01-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,799.8
01/02/2026,kaolack,Gasoil (diesel),D07,Énergie,litre,799.5
2026-03-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"803,7"
2026-04-01,KAOLACK,Gasoil (diesel),D07,Énergie,litre,"799,7"
01/05/2026,kaolack,Gasoil (diesel),D07,Énergie,litre,797.6
01/01/2018,kolda,Gasoil (diesel),D07,Énergie,litre,650.2
01/02/2018,KOLDA,Gasoil (diesel),D07,Énergie,litre,651.5
2018-03-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,"650,9"
Avril 2018,KOLDA,Gasoil (diesel),D07,Énergie,litre,650.7
01/05/2018,KOLDA,Gasoil (diesel),D07,Énergie,litre,645.0
01/06/2018,Kolda ,Gasoil (diesel),D07,Énergie,litre,642.4
01/07/2018,KOLDA,Gasoil (diesel),D07,Énergie,litre,"652,2"
01/08/2018,Kolda ,Gasoil (diesel),D07,Énergie,litre,650.0
01/09/2018,Kolda ,Gasoil (diesel),D07,Énergie,litre,648.8
2018-10-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,650.7
01/11/2018,KOLDA,Gasoil (diesel),D07,Énergie,litre,"653,9"
01/12/2018,kolda,Gasoil (diesel),D07,Énergie,litre,"652,5"
2019-01-01,kolda,Gasoil (diesel),D07,Énergie,litre,651.4
Février 2019,KOLDA,Gasoil (diesel),D07,Énergie,litre,"646,6"
01/03/2019,Kolda ,Gasoil (diesel),D07,Énergie,litre,6469.0
2019-04-01,kolda,Gasoil (diesel),D07,Énergie,litre,642.7
2019-05-01,kolda,Gasoil (diesel),D07,Énergie,litre,650.5
2019-06-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,651.7
01/07/2019,KOLDA,Gasoil (diesel),D07,Énergie,litre,652.0
Août 2019,Kolda ,Gasoil (diesel),D07,Énergie,litre,650.6
01/09/2019,kolda,Gasoil (diesel),D07,Énergie,litre,648.5
01/10/2019,kolda,Gasoil (diesel),D07,Énergie,litre,647.4
2019-11-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,646.7
2019-12-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,"648,4"
Janvier 2020,Kolda ,Gasoil (diesel),D07,Énergie,litre,646.3
2020-02-01,kolda,Gasoil (diesel),D07,Énergie,litre,653.4
01/03/2020,Kolda ,Gasoil (diesel),D07,Énergie,litre,645.5
01/04/2020,Kolda ,Gasoil (diesel),D07,Énergie,litre,648.4
2020-05-01,kolda,Gasoil (diesel),D07,Énergie,litre,643.8
Juin 2020,KOLDA,Gasoil (diesel),D07,Énergie,litre,649.6
01/07/2020,KOLDA,Gasoil (diesel),D07,Énergie,litre,648.9
01/08/2020,kolda,Gasoil (diesel),D07,Énergie,litre,647.9
2020-09-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,646.4
Octobre 2020,kolda,Gasoil (diesel),D07,Énergie,litre,648.9
2020-11-01,kolda,Gasoil (diesel),D07,Énergie,litre,647.5
2020-12-01,kolda,Gasoil (diesel),D07,Énergie,litre,648.5
Janvier 2021,KOLDA,Gasoil (diesel),D07,Énergie,litre,654.0
01/02/2021,kolda,Gasoil (diesel),D07,Énergie,litre,"649,3"
Mars 2021,Kolda ,Gasoil (diesel),D07,Énergie,litre,650.3
2021-04-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,647.7
Mai 2021,kolda,Gasoil (diesel),D07,Énergie,litre,646.8
Juin 2021,KOLDA,Gasoil (diesel),D07,Énergie,litre,648.8
01/07/2021,Kolda ,Gasoil (diesel),D07,Énergie,litre,655.4
2021-08-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,648.1
Septembre 2021,Kolda ,Gasoil (diesel),D07,Énergie,litre,649.8
2021-10-01,kolda,Gasoil (diesel),D07,Énergie,litre,646.7
Novembre 2021,KOLDA,Gasoil (diesel),D07,Énergie,litre,641.7
2021-12-01,kolda,Gasoil (diesel),D07,Énergie,litre,646.8
2022-01-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,685.5
2022-02-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,680.7
2022-03-01,kolda,Gasoil (diesel),D07,Énergie,litre,683.5
Avril 2022,KOLDA,Gasoil (diesel),D07,Énergie,litre,678.1
01/05/2022,Kolda ,Gasoil (diesel),D07,Énergie,litre,"672,6"
2022-06-01,kolda,Gasoil (diesel),D07,Énergie,litre,676.0
01/07/2022,KOLDA,Gasoil (diesel),D07,Énergie,litre,"760,7"
Août 2022,Kolda ,Gasoil (diesel),D07,Énergie,litre,760.3
01/09/2022,KOLDA,Gasoil (diesel),D07,Énergie,litre,759.5
Octobre 2022,kolda,Gasoil (diesel),D07,Énergie,litre,757.9
2022-11-01,kolda,Gasoil (diesel),D07,Énergie,litre,762.4
01/12/2022,KOLDA,Gasoil (diesel),D07,Énergie,litre,758.0
Janvier 2023,KOLDA,Gasoil (diesel),D07,Énergie,litre,760.5
Février 2023,Kolda ,Gasoil (diesel),D07,Énergie,litre,760.1
2023-03-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,"808,6"
01/04/2023,KOLDA,Gasoil (diesel),D07,Énergie,litre,807.0
Mai 2023,Kolda ,Gasoil (diesel),D07,Énergie,litre,808.4
2023-06-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,815.9
01/07/2023,kolda,Gasoil (diesel),D07,Énergie,litre,813.4
01/08/2023,KOLDA,Gasoil (diesel),D07,Énergie,litre,813.1
2023-09-01,kolda,Gasoil (diesel),D07,Énergie,litre,807.3
Octobre 2023,Kolda ,Gasoil (diesel),D07,Énergie,litre,805.2
Novembre 2023,KOLDA,Gasoil (diesel),D07,Énergie,litre,813.4
01/12/2023,KOLDA,Gasoil (diesel),D07,Énergie,litre,812.8
01/01/2024,kolda,Gasoil (diesel),D07,Énergie,litre,810.3
2024-02-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,"808,6"
Mars 2024,kolda,Gasoil (diesel),D07,Énergie,litre,805.1
Avril 2024,Kolda ,Gasoil (diesel),D07,Énergie,litre,812.6
Mai 2024,kolda,Gasoil (diesel),D07,Énergie,litre,813.7
01/06/2024,KOLDA,Gasoil (diesel),D07,Énergie,litre,807.6
2024-07-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,"807,4"
2024-08-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,813.9
2024-09-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,807.8
2024-10-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,"815,6"
2024-11-01,kolda,Gasoil (diesel),D07,Énergie,litre,
01/12/2024,KOLDA,Gasoil (diesel),D07,Énergie,litre,"808,6"
2025-01-01,Kolda ,Gasoil (diesel),D07,Énergie,litre,810.0
2025-02-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,808.6
Mars 2025,KOLDA,Gasoil (diesel),D07,Énergie,litre,813.5
01/04/2025,KOLDA,Gasoil (diesel),D07,Énergie,litre,812.7
Mai 2025,Kolda ,Gasoil (diesel),D07,Énergie,litre,813.4
2025-06-01,KOLDA,Gasoil (diesel),D07,Énergie,litre,810.4
01/07/2025,kolda,Gasoil (diesel),D07,Énergie,litre,808.4
01/08/2025,Kolda ,Gasoil (diesel),D07,Énergie,litre,809.8
Septembre 2025,KOLDA,Gasoil (diesel),D07,Énergie,litre,808.5
01/10/2025,KOLDA,Gasoil (diesel),D07,Énergie,litre,814.6
Novembre 2025,KOLDA,Gasoil (diesel),D07,Énergie,litre,813.1
