date,region,zone,division_code,division,ponderation,indice
Mars 2021,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,87.67
Avril 2021,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,88.24
01/05/2021,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,88.77
01/06/2021,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,89.27
2021-07-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,89.46
Août 2021,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,89.46
Septembre 2021,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,89.24
01/10/2021,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,88.83
Novembre 2021,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,88.89
01/12/2021,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,88.65
2022-01-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,90.42
Février 2022,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,91.26
01/03/2022,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,92.39
01/04/2022,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,93.95
01/05/2022,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,95.48
01/06/2022,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,96.43
01/07/2022,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,97.14
Août 2022,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,97.65
2022-09-01,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,98.48
01/10/2022,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,98.42
2022-11-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,98.74
2022-12-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,97.44
Janvier 2023,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,96.98
01/02/2023,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,98.01
01/03/2023,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,98.63
Avril 2023,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.46
2023-05-01,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.24
01/06/2023,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.78
2023-07-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.92
Août 2023,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.16
Septembre 2023,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.2
Octobre 2023,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.53
2023-11-01,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.62
01/12/2023,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.95
01/01/2024,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.1
01/02/2024,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.47
2024-03-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.72
01/04/2024,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.19
2024-05-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.87
Juin 2024,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.14
2024-07-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.47
01/08/2024,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.33
2024-09-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.47
2024-10-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.85
Novembre 2024,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.0
2024-12-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.03
Janvier 2025,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,99.95
01/02/2025,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.22
Mars 2025,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.9
01/04/2025,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,101.79
2025-05-01,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.4
01/06/2025,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.98
2025-07-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,103.52
01/08/2025,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,103.31
01/09/2025,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,103.52
01/10/2025,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,103.79
Novembre 2025,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,104.04
2025-12-01,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.04
Janvier 2026,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.13
01/02/2026,Kaolack ,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,100.88
Mars 2026,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.14
01/04/2026,kaolack,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,102.6
01/05/2026,KAOLACK,Centre-Sud,D05,"Meubles, articles de ménage et entretien courant",51,103.01
01/01/2018,KAOLACK,Centre-Sud,D06,Santé,42,87.81
Février 2018,KAOLACK,Centre-Sud,D06,Santé,42,87.88
01/03/2018,Kaolack ,Centre-Sud,D06,Santé,42,87.82
2018-04-01,kaolack,Centre-Sud,D06,Santé,42,88.05
01/05/2018,KAOLACK,Centre-Sud,D06,Santé,42,88.0
01/06/2018,kaolack,Centre-Sud,D06,Santé,42,88.28
Juillet 2018,Kaolack ,Centre-Sud,D06,Santé,42,88.35
Août 2018,KAOLACK,Centre-Sud,D06,Santé,42,88.41
01/09/2018,kaolack,Centre-Sud,D06,Santé,42,88.13
Octobre 2018,KAOLACK,Centre-Sud,D06,Santé,42,88.0
Novembre 2018,KAOLACK,Centre-Sud,D06,Santé,42,87.73
Décembre 2018,KAOLACK,Centre-Sud,D06,Santé,42,87.79
Janvier 2019,KAOLACK,Centre-Sud,D06,Santé,42,
Février 2019,Kaolack ,Centre-Sud,D06,Santé,42,88.29
Mars 2019,Kaolack ,Centre-Sud,D06,Santé,42,88.4
Avril 2019,kaolack,Centre-Sud,D06,Santé,42,88.42
Mai 2019,KAOLACK,Centre-Sud,D06,Santé,42,88.75
Juin 2019,KAOLACK,Centre-Sud,D06,Santé,42,88.93
Juillet 2019,Kaolack ,Centre-Sud,D06,Santé,42,88.98
01/08/2019,kaolack,Centre-Sud,D06,Santé,42,88.99
01/09/2019,kaolack,Centre-Sud,D06,Santé,42,89.02
Octobre 2019,kaolack,Centre-Sud,D06,Santé,42,88.74
Novembre 2019,Kaolack ,Centre-Sud,D06,Santé,42,88.3
01/12/2019,kaolack,Centre-Sud,D06,Santé,42,88.39
2020-01-01,kaolack,Centre-Sud,D06,Santé,42,89.1
Février 2020,Kaolack ,Centre-Sud,D06,Santé,42,89.13
2020-03-01,Kaolack ,Centre-Sud,D06,Santé,42,89.67
Avril 2020,Kaolack ,Centre-Sud,D06,Santé,42,89.91
2020-05-01,KAOLACK,Centre-Sud,D06,Santé,42,90.1
Juin 2020,KAOLACK,Centre-Sud,D06,Santé,42,90.66
01/07/2020,kaolack,Centre-Sud,D06,Santé,42,90.71
01/08/2020,Kaolack ,Centre-Sud,D06,Santé,42,90.55
Septembre 2020,Kaolack ,Centre-Sud,D06,Santé,42,90.37
Octobre 2020,kaolack,Centre-Sud,D06,Santé,42,90.03
2020-11-01,KAOLACK,Centre-Sud,D06,Santé,42,89.97
2020-12-01,kaolack,Centre-Sud,D06,Santé,42,89.7
Janvier 2021,kaolack,Centre-Sud,D06,Santé,42,90.11
Février 2021,KAOLACK,Centre-Sud,D06,Santé,42,90.37
01/03/2021,Kaolack ,Centre-Sud,D06,Santé,42,90.5
2021-04-01,Kaolack ,Centre-Sud,D06,Santé,42,90.92
Mai 2021,Kaolack ,Centre-Sud,D06,Santé,42,91.12
01/06/2021,kaolack,Centre-Sud,D06,Santé,42,91.81
01/07/2021,Kaolack ,Centre-Sud,D06,Santé,42,91.67
Août 2021,KAOLACK,Centre-Sud,D06,Santé,42,91.85
01/09/2021,KAOLACK,Centre-Sud,D06,Santé,42,91.78
2021-10-01,KAOLACK,Centre-Sud,D06,Santé,42,91.66
Novembre 2021,kaolack,Centre-Sud,D06,Santé,42,91.27
01/12/2021,kaolack,Centre-Sud,D06,Santé,42,91.34
Janvier 2022,Kaolack ,Centre-Sud,D06,Santé,42,92.83
2022-02-01,KAOLACK,Centre-Sud,D06,Santé,42,93.68
Mars 2022,KAOLACK,Centre-Sud,D06,Santé,42,94.52
2022-04-01,kaolack,Centre-Sud,D06,Santé,42,95.43
2022-05-01,Kaolack ,Centre-Sud,D06,Santé,42,96.24
Juin 2022,KAOLACK,Centre-Sud,D06,Santé,42,97.33
2022-07-01,Kaolack ,Centre-Sud,D06,Santé,42,97.78
2022-08-01,KAOLACK,Centre-Sud,D06,Santé,42,98.36
2022-09-01,kaolack,Centre-Sud,D06,Santé,42,98.55
01/10/2022,KAOLACK,Centre-Sud,D06,Santé,42,98.92
2022-11-01,kaolack,Centre-Sud,D06,Santé,42,99.22
2022-12-01,kaolack,Centre-Sud,D06,Santé,42,98.1
01/01/2023,Kaolack ,Centre-Sud,D06,Santé,42,98.04
2023-02-01,Kaolack ,Centre-Sud,D06,Santé,42,98.3
01/03/2023,KAOLACK,Centre-Sud,D06,Santé,42,98.71
2023-04-01,Kaolack ,Centre-Sud,D06,Santé,42,99.72
Mai 2023,Kaolack ,Centre-Sud,D06,Santé,42,100.44
01/06/2023,Kaolack ,Centre-Sud,D06,Santé,42,100.61
Juillet 2023,kaolack,Centre-Sud,D06,Santé,42,100.55
Août 2023,KAOLACK,Centre-Sud,D06,Santé,42,100.73
01/09/2023,kaolack,Centre-Sud,D06,Santé,42,101.07
2023-10-01,kaolack,Centre-Sud,D06,Santé,42,101.32
Novembre 2023,kaolack,Centre-Sud,D06,Santé,42,101.0
01/12/2023,KAOLACK,Centre-Sud,D06,Santé,42,99.84
Janvier 2024,kaolack,Centre-Sud,D06,Santé,42,99.36
2024-02-01,kaolack,Centre-Sud,D06,Santé,42,99.66
Mars 2024,KAOLACK,Centre-Sud,D06,Santé,42,99.78
01/04/2024,kaolack,Centre-Sud,D06,Santé,42,99.94
Mai 2024,kaolack,Centre-Sud,D06,Santé,42,100.65
2024-06-01,kaolack,Centre-Sud,D06,Santé,42,101.01
Juillet 2024,Kaolack ,Centre-Sud,D06,Santé,42,101.0
Août 2024,Kaolack ,Centre-Sud,D06,Santé,42,101.13
01/09/2024,kaolack,Centre-Sud,D06,Santé,42,
01/10/2024,Kaolack ,Centre-Sud,D06,Santé,42,101.21
01/11/2024,kaolack,Centre-Sud,D06,Santé,42,
01/12/2024,KAOLACK,Centre-Sud,D06,Santé,42,100.25
01/01/2025,Kaolack ,Centre-Sud,D06,Santé,42,100.0
01/02/2025,KAOLACK,Centre-Sud,D06,Santé,42,100.48
01/03/2025,kaolack,Centre-Sud,D06,Santé,42,100.52
Avril 2025,Kaolack ,Centre-Sud,D06,Santé,42,101.08
Mai 2025,Kaolack ,Centre-Sud,D06,Santé,42,101.69
Juin 2025,KAOLACK,Centre-Sud,D06,Santé,42,101.99
2025-07-01,Kaolack ,Centre-Sud,D06,Santé,42,102.47
2025-08-01,kaolack,Centre-Sud,D06,Santé,42,102.49
01/09/2025,Kaolack ,Centre-Sud,D06,Santé,42,102.58
2025-10-01,kaolack,Centre-Sud,D06,Santé,42,102.96
Novembre 2025,kaolack,Centre-Sud,D06,Santé,42,103.14
2025-12-01,kaolack,Centre-Sud,D06,Santé,42,102.01
Janvier 2026,KAOLACK,Centre-Sud,D06,Santé,42,100.23
Février 2026,Kaolack ,Centre-Sud,D06,Santé,42,100.82
2026-03-01,kaolack,Centre-Sud,D06,Santé,42,101.57
Avril 2026,KAOLACK,Centre-Sud,D06,Santé,42,101.86
01/05/2026,kaolack,Centre-Sud,D06,Santé,42,102.17
01/01/2018,KAOLACK,Centre-Sud,D07,Transport,92,77.5
2018-02-01,KAOLACK,Centre-Sud,D07,Transport,92,77.48
01/03/2018,Kaolack ,Centre-Sud,D07,Transport,92,77.9
01/04/2018,Kaolack ,Centre-Sud,D07,Transport,92,78.11
2018-05-01,Kaolack ,Centre-Sud,D07,Transport,92,78.26
Juin 2018,Kaolack ,Centre-Sud,D07,Transport,92,78.39
Juillet 2018,KAOLACK,Centre-Sud,D07,Transport,92,78.36
01/08/2018,kaolack,Centre-Sud,D07,Transport,92,78.17
01/09/2018,KAOLACK,Centre-Sud,D07,Transport,92,78.12
Octobre 2018,kaolack,Centre-Sud,D07,Transport,92,77.91
01/11/2018,Kaolack ,Centre-Sud,D07,Transport,92,77.69
2018-12-01,kaolack,Centre-Sud,D07,Transport,92,77.56
Janvier 2019,kaolack,Centre-Sud,D07,Transport,92,78.33
01/02/2019,Kaolack ,Centre-Sud,D07,Transport,92,78.25
01/03/2019,kaolack,Centre-Sud,D07,Transport,92,78.48
Avril 2019,kaolack,Centre-Sud,D07,Transport,92,79.03
2019-05-01,Kaolack ,Centre-Sud,D07,Transport,92,79.23
2019-06-01,KAOLACK,Centre-Sud,D07,Transport,92,79.3
01/07/2019,kaolack,Centre-Sud,D07,Transport,92,79.41
Août 2019,Kaolack ,Centre-Sud,D07,Transport,92,79.34
Septembre 2019,Kaolack ,Centre-Sud,D07,Transport,92,
2019-10-01,Kaolack ,Centre-Sud,D07,Transport,92,78.94
Novembre 2019,KAOLACK,Centre-Sud,D07,Transport,92,78.93
Décembre 2019,KAOLACK,Centre-Sud,D07,Transport,92,78.48
Janvier 2020,kaolack,Centre-Sud,D07,Transport,92,79.82
2020-02-01,kaolack,Centre-Sud,D07,Transport,92,79.92
Mars 2020,kaolack,Centre-Sud,D07,Transport,92,80.56
Avril 2020,kaolack,Centre-Sud,D07,Transport,92,81.34
01/05/2020,KAOLACK,Centre-Sud,D07,Transport,92,81.81
Juin 2020,Kaolack ,Centre-Sud,D07,Transport,92,81.7
2020-07-01,Kaolack ,Centre-Sud,D07,Transport,92,82.46
Août 2020,kaolack,Centre-Sud,D07,Transport,92,
2020-09-01,KAOLACK,Centre-Sud,D07,Transport,92,81.69
Octobre 2020,kaolack,Centre-Sud,D07,Transport,92,81.76
01/11/2020,kaolack,Centre-Sud,D07,Transport,92,80.9
01/12/2020,kaolack,Centre-Sud,D07,Transport,92,81.09
Janvier 2021,kaolack,Centre-Sud,D07,Transport,92,81.68
01/02/2021,Kaolack ,Centre-Sud,D07,Transport,92,81.79
Mars 2021,kaolack,Centre-Sud,D07,Transport,92,82.67
01/04/2021,KAOLACK,Centre-Sud,D07,Transport,92,83.36
01/05/2021,KAOLACK,Centre-Sud,D07,Transport,92,83.86
2021-06-01,kaolack,Centre-Sud,D07,Transport,92,84.39
01/07/2021,KAOLACK,Centre-Sud,D07,Transport,92,84.42
2021-08-01,KAOLACK,Centre-Sud,D07,Transport,92,84.26
Septembre 2021,kaolack,Centre-Sud,D07,Transport,92,84.48
01/10/2021,KAOLACK,Centre-Sud,D07,Transport,92,84.43
01/11/2021,KAOLACK,Centre-Sud,D07,Transport,92,84.18
01/12/2021,Kaolack ,Centre-Sud,D07,Transport,92,83.71
2022-01-01,Kaolack ,Centre-Sud,D07,Transport,92,86.06
Février 2022,Kaolack ,Centre-Sud,D07,Transport,92,87.66
Mars 2022,KAOLACK,Centre-Sud,D07,Transport,92,89.22
Avril 2022,Kaolack ,Centre-Sud,D07,Transport,92,91.19
2022-05-01,KAOLACK,Centre-Sud,D07,Transport,92,93.0
01/06/2022,kaolack,Centre-Sud,D07,Transport,92,94.24
2022-07-01,Kaolack ,Centre-Sud,D07,Transport,92,95.61
01/08/2022,Kaolack ,Centre-Sud,D07,Transport,92,96.49
01/09/2022,Kaolack ,Centre-Sud,D07,Transport,92,97.08
Octobre 2022,kaolack,Centre-Sud,D07,Transport,92,97.78
01/11/2022,kaolack,Centre-Sud,D07,Transport,92,98.06
2022-12-01,KAOLACK,Centre-Sud,D07,Transport,92,96.29
Janvier 2023,Kaolack ,Centre-Sud,D07,Transport,92,96.3
01/02/2023,kaolack,Centre-Sud,D07,Transport,92,97.11
Mars 2023,kaolack,Centre-Sud,D07,Transport,92,98.08
2023-04-01,KAOLACK,Centre-Sud,D07,Transport,92,99.06
2023-05-01,KAOLACK,Centre-Sud,D07,Transport,92,100.03
2023-06-01,kaolack,Centre-Sud,D07,Transport,92,100.95
2023-07-01,Kaolack ,Centre-Sud,D07,Transport,92,101.41
01/08/2023,kaolack,Centre-Sud,D07,Transport,92,101.43
01/09/2023,KAOLACK,Centre-Sud,D07,Transport,92,101.85
01/10/2023,KAOLACK,Centre-Sud,D07,Transport,92,102.08
01/11/2023,kaolack,Centre-Sud,D07,Transport,92,102.21
Décembre 2023,kaolack,Centre-Sud,D07,Transport,92,99.94
01/01/2024,KAOLACK,Centre-Sud,D07,Transport,92,98.89
Février 2024,kaolack,Centre-Sud,D07,Transport,92,99.4
2024-03-01,Kaolack ,Centre-Sud,D07,Transport,92,99.86
Avril 2024,kaolack,Centre-Sud,D07,Transport,92,100.38
Mai 2024,Kaolack ,Centre-Sud,D07,Transport,92,100.98
01/06/2024,KAOLACK,Centre-Sud,D07,Transport,92,101.42
2024-07-01,kaolack,Centre-Sud,D07,Transport,92,101.54
2024-08-01,Kaolack ,Centre-Sud,D07,Transport,92,101.97
Septembre 2024,KAOLACK,Centre-Sud,D07,Transport,92,102.23
2024-10-01,Kaolack ,Centre-Sud,D07,Transport,92,102.68
2024-11-01,KAOLACK,Centre-Sud,D07,Transport,92,102.79
2024-12-01,KAOLACK,Centre-Sud,D07,Transport,92,100.82
2025-01-01,KAOLACK,Centre-Sud,D07,Transport,92,100.11
2025-02-01,kaolack,Centre-Sud,D07,Transport,92,100.66
2025-03-01,KAOLACK,Centre-Sud,D07,Transport,92,101.41
01/04/2025,kaolack,Centre-Sud,D07,Transport,92,102.12
Mai 2025,KAOLACK,Centre-Sud,D07,Transport,92,103.5
01/06/2025,Kaolack ,Centre-Sud,D07,Transport,92,104.2
2025-07-01,kaolack,Centre-Sud,D07,Transport,92,104.58
2025-08-01,Kaolack ,Centre-Sud,D07,Transport,92,104.67
Septembre 2025,KAOLACK,Centre-Sud,D07,Transport,92,105.6
2025-10-01,kaolack,Centre-Sud,D07,Transport,92,105.75
Novembre 2025,Kaolack ,Centre-Sud,D07,Transport,92,106.18
2025-12-01,KAOLACK,Centre-Sud,D07,Transport,92,104.12
2026-01-01,Kaolack ,Centre-Sud,D07,Transport,92,100.75
2026-02-01,KAOLACK,Centre-Sud,D07,Transport,92,102.13
Mars 2026,Kaolack ,Centre-Sud,D07,Transport,92,103.29
2026-04-01,Kaolack ,Centre-Sud,D07,Transport,92,103.79
Mai 2026,KAOLACK,Centre-Sud,D07,Transport,92,104.41
2018-01-01,kaolack,Centre-Sud,D08,Communication,35,93.25
Février 2018,KAOLACK,Centre-Sud,D08,Communication,35,
01/03/2018,KAOLACK,Centre-Sud,D08,Communication,35,93.83
2018-04-01,kaolack,Centre-Sud,D08,Communication,35,93.91
Mai 2018,kaolack,Centre-Sud,D08,Communication,35,93.98
Juin 2018,KAOLACK,Centre-Sud,D08,Communication,35,93.94
01/07/2018,kaolack,Centre-Sud,D08,Communication,35,94.14
2018-08-01,Kaolack ,Centre-Sud,D08,Communication,35,94.2
2018-09-01,KAOLACK,Centre-Sud,D08,Communication,35,94.01
2018-10-01,Kaolack ,Centre-Sud,D08,Communication,35,93.81
01/11/2018,kaolack,Centre-Sud,D08,Communication,35,93.53
01/12/2018,kaolack,Centre-Sud,D08,Communication,35,93.66
01/01/2019,KAOLACK,Centre-Sud,D08,Communication,35,93.29
01/02/2019,Kaolack ,Centre-Sud,D08,Communication,35,93.84
Mars 2019,kaolack,Centre-Sud,D08,Communication,35,94.28
01/04/2019,Kaolack ,Centre-Sud,D08,Communication,35,93.88
2019-05-01,Kaolack ,Centre-Sud,D08,Communication,35,94.23
01/06/2019,KAOLACK,Centre-Sud,D08,Communication,35,94.38
Juillet 2019,kaolack,Centre-Sud,D08,Communication,35,94.35
Août 2019,KAOLACK,Centre-Sud,D08,Communication,35,94.52
2019-09-01,Kaolack ,Centre-Sud,D08,Communication,35,94.31
2019-10-01,kaolack,Centre-Sud,D08,Communication,35,94.11
Novembre 2019,KAOLACK,Centre-Sud,D08,Communication,35,94.04
Décembre 2019,KAOLACK,Centre-Sud,D08,Communication,35,93.82
01/01/2020,Kaolack ,Centre-Sud,D08,Communication,35,94.63
Février 2020,KAOLACK,Centre-Sud,D08,Communication,35,94.34
2020-03-01,kaolack,Centre-Sud,D08,Communication,35,94.56
Avril 2020,Kaolack ,Centre-Sud,D08,Communication,35,94.54
2020-05-01,kaolack,Centre-Sud,D08,Communication,35,94.95
Juin 2020,KAOLACK,Centre-Sud,D08,Communication,35,95.39
2020-07-01,kaolack,Centre-Sud,D08,Communication,35,95.1
2020-08-01,kaolack,Centre-Sud,D08,Communication,35,94.91
01/09/2020,kaolack,Centre-Sud,D08,Communication,35,95.07
01/10/2020,Kaolack ,Centre-Sud,D08,Communication,35,95.08
Novembre 2020,Kaolack ,Centre-Sud,D08,Communication,35,94.71
Décembre 2020,kaolack,Centre-Sud,D08,Communication,35,94.52
Janvier 2021,Kaolack ,Centre-Sud,D08,Communication,35,94.49
01/02/2021,kaolack,Centre-Sud,D08,Communication,35,94.96
Mars 2021,KAOLACK,Centre-Sud,D08,Communication,35,95.21
Avril 2021,Kaolack ,Centre-Sud,D08,Communication,35,95.12
2021-05-01,kaolack,Centre-Sud,D08,Communication,35,95.79
01/06/2021,KAOLACK,Centre-Sud,D08,Communication,35,95.94
01/07/2021,KAOLACK,Centre-Sud,D08,Communication,35,96.05
2021-08-01,Kaolack ,Centre-Sud,D08,Communication,35,95.95
Septembre 2021,KAOLACK,Centre-Sud,D08,Communication,35,95.87
01/10/2021,Kaolack ,Centre-Sud,D08,Communication,35,95.72
2021-11-01,KAOLACK,Centre-Sud,D08,Communication,35,95.64
Décembre 2021,Kaolack ,Centre-Sud,D08,Communication,35,95.17
01/01/2022,kaolack,Centre-Sud,D08,Communication,35,95.85
Février 2022,Kaolack ,Centre-Sud,D08,Communication,35,96.42
2022-03-01,Kaolack ,Centre-Sud,D08,Communication,35,
01/04/2022,kaolack,Centre-Sud,D08,Communication,35,97.7
01/05/2022,Kaolack ,Centre-Sud,D08,Communication,35,98.27
01/06/2022,Kaolack ,Centre-Sud,D08,Communication,35,98.85
Juillet 2022,kaolack,Centre-Sud,D08,Communication,35,99.17
01/08/2022,kaolack,Centre-Sud,D08,Communication,35,99.1
2022-09-01,KAOLACK,Centre-Sud,D08,Communication,35,99.42
2022-10-01,KAOLACK,Centre-Sud,D08,Communication,35,99.35
2022-11-01,kaolack,Centre-Sud,D08,Communication,35,99.53
Décembre 2022,Kaolack ,Centre-Sud,D08,Communication,35,98.98
2023-01-01,KAOLACK,Centre-Sud,D08,Communication,35,98.35
Février 2023,kaolack,Centre-Sud,D08,Communication,35,99.44
01/03/2023,kaolack,Centre-Sud,D08,Communication,35,99.47
2023-04-01,KAOLACK,Centre-Sud,D08,Communication,35,99.64
01/05/2023,kaolack,Centre-Sud,D08,Communication,35,100.38
Juin 2023,Kaolack ,Centre-Sud,D08,Communication,35,100.32
01/07/2023,KAOLACK,Centre-Sud,D08,Communication,35,100.51
Août 2023,Kaolack ,Centre-Sud,D08,Communication,35,100.45
01/09/2023,KAOLACK,Centre-Sud,D08,Communication,35,100.81
01/10/2023,KAOLACK,Centre-Sud,D08,Communication,35,100.56
2023-11-01,kaolack,Centre-Sud,D08,Communication,35,100.58
01/12/2023,kaolack,Centre-Sud,D08,Communication,35,100.01
Janvier 2024,KAOLACK,Centre-Sud,D08,Communication,35,99.63
Février 2024,Kaolack ,Centre-Sud,D08,Communication,35,99.65
2024-03-01,Kaolack ,Centre-Sud,D08,Communication,35,100.02
01/04/2024,kaolack,Centre-Sud,D08,Communication,35,100.47
Mai 2024,kaolack,Centre-Sud,D08,Communication,35,100.38
2024-06-01,KAOLACK,Centre-Sud,D08,Communication,35,100.54
Juillet 2024,Kaolack ,Centre-Sud,D08,Communication,35,100.65
Août 2024,kaolack,Centre-Sud,D08,Communication,35,100.84
2024-09-01,kaolack,Centre-Sud,D08,Communication,35,100.57
01/10/2024,KAOLACK,Centre-Sud,D08,Communication,35,100.64
Novembre 2024,KAOLACK,Centre-Sud,D08,Communication,35,100.46
Décembre 2024,kaolack,Centre-Sud,D08,Communication,35,99.82
2025-01-01,KAOLACK,Centre-Sud,D08,Communication,35,99.76
01/02/2025,kaolack,Centre-Sud,D08,Communication,35,100.01
01/03/2025,Kaolack ,Centre-Sud,D08,Communication,35,100.54
Avril 2025,KAOLACK,Centre-Sud,D08,Communication,35,100.66
Mai 2025,kaolack,Centre-Sud,D08,Communication,35,100.75
2025-06-01,KAOLACK,Centre-Sud,D08,Communication,35,101.03
2025-07-01,KAOLACK,Centre-Sud,D08,Communication,35,101.5
Août 2025,kaolack,Centre-Sud,D08,Communication,35,101.53
Septembre 2025,kaolack,Centre-Sud,D08,Communication,35,101.43
Octobre 2025,KAOLACK,Centre-Sud,D08,Communication,35,101.42
2025-11-01,kaolack,Centre-Sud,D08,Communication,35,101.69
01/12/2025,Kaolack ,Centre-Sud,D08,Communication,35,100.69
2026-01-01,kaolack,Centre-Sud,D08,Communication,35,100.02
01/02/2026,kaolack,Centre-Sud,D08,Communication,35,100.61
01/03/2026,KAOLACK,Centre-Sud,D08,Communication,35,100.73
2026-04-01,kaolack,Centre-Sud,D08,Communication,35,100.82
2026-05-01,KAOLACK,Centre-Sud,D08,Communication,35,101.26
2018-01-01,kaolack,Centre-Sud,D09,Loisirs et culture,21,87.57
2018-02-01,kaolack,Centre-Sud,D09,Loisirs et culture,21,87.51
01/03/2018,KAOLACK,Centre-Sud,D09,Loisirs et culture,21,87.97
2018-04-01,kaolack,Centre-Sud,D09,Loisirs et culture,21,88.27
2018-05-01,Kaolack ,Centre-Sud,D09,Loisirs et culture,21,88.32
Juin 2018,kaolack,Centre-Sud,D09,Loisirs et culture,21,88.47
01/07/2018,Kaolack ,Centre-Sud,D09,Loisirs et culture,21,88.42
Août 2018,Kaolack ,Centre-Sud,D09,Loisirs et culture,21,88.47
01/09/2018,KAOLACK,Centre-Sud,D09,Loisirs et culture,21,88.23
Octobre 2018,KAOLACK,Centre-Sud,D09,Loisirs et culture,21,87.93
Novembre 2018,KAOLACK,Centre-Sud,D09,Loisirs et culture,21,88.08
Décembre 2018,kaolack,Centre-Sud,D09,Loisirs et culture,21,87.74
